Goles,Tiros Totales,xG,npxG,xAG,xA,Acciones_que_crean_tiros,Pases_progresivos,Pases_medios_completados,Pases_largos_completados,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Faltas_cometidas,Duelos_aereos_ganados,Veces_que_fue_barrido_regate,Toques_en_zona_ofensiva,Toques_en_area_rival,Pases_recibidos,Pases_progresivos_recibidos,Acarreos_ultimo_tercio,Regates_exitosos,Malos_controles,Perdida_balon,Centros,market_value_million_eur,age_years,GK,DF,MF,FW,nat_Other,nat_ar ARG,nat_be BEL,nat_br BRA,nat_ci CIV,nat_eng ENG,nat_es ESP,nat_fr FRA,nat_it ITA,nat_nl NED,nat_pt POR
0,20,0.8,0.8,2.6,3.2,46,75,176,39,48,551,131,1,91,532,0,31,2,13,11,30,321,22,528,68,45,36,35,21,91,25.0,25.326027397260273,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,0.1,0.1,0.0,0.0,2,18,114,22,14,266,15,0,0,240,0,13,1,6,9,7,46,10,217,6,1,5,6,1,0,25.0,24.364383561643837,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,0.3,0.3,0.0,0.0,1,3,3,1,2,21,0,0,1,14,0,2,0,5,2,2,20,10,25,7,1,1,6,0,1,8.0,26.720547945205478,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.0,0.0,0.2,0.3,1,2,5,3,2,14,1,0,1,15,1,0,0,1,0,0,3,0,13,1,0,1,2,0,1,2.0,25.7013698630137,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2,8,0.5,0.5,0.7000000000000001,0.8,41,68,215,39,52,621,163,0,27,596,2,75,2,9,12,14,218,14,476,36,26,25,24,12,27,22.0,28.589041095890412,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7,0.5,0.5,0.0,0.2,12,23,65,7,9,163,20,1,7,160,2,7,0,3,8,1,92,8,138,7,5,2,1,1,7,20.0,28.44109589041096,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,21,3.3,3.3,1.6,0.6000000000000001,24,17,30,5,14,251,24,0,2,177,2,15,0,23,48,18,164,61,274,51,4,16,22,13,2,3.0,28.96986301369863,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.2,0.0,4,12,88,4,4,200,28,0,10,182,2,10,0,4,6,8,100,10,172,34,0,4,8,0,10,8.0,19.44931506849315,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10,52,9.5,7.9,1.4,1.0,34,23,54,5,7,267,6,1,5,200,2,10,2,18,37,21,256,110,353,105,15,9,37,31,5,40.0,29.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,19,0.4,0.4,0.1,0.1,21,63,201,81,73,536,38,2,6,392,8,99,1,15,54,9,70,18,343,5,12,18,19,8,6,8.0,28.36986301369863,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.0,0.5,14,39,310,58,37,616,179,1,33,625,0,73,1,21,22,6,99,2,508,30,13,14,11,3,33,15.0,21.695890410958903,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.0,0.0,5,35,113,31,24,340,7,1,0,293,1,15,2,16,20,4,35,5,259,7,6,10,3,6,0,0.9,32.3041095890411,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,27,1.8,1.8,1.7,1.3,47,38,163,24,28,504,38,3,55,416,3,9,1,17,6,44,346,61,555,98,25,36,57,39,55,22.0,21.567123287671233,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,2,0.30000000000000004,0.30000000000000004,0.2,0.1,9,13,69,14,18,187,1,0,5,169,0,8,0,5,4,5,68,5,157,8,3,7,6,3,5,18.0,26.783561643835615,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.0,0.2,12,54,300,48,56,702,8,0,4,644,0,16,2,10,16,6,120,0,620,4,14,8,8,8,4,1.6,33.632876712328766,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4,1.2000000000000002,1.2000000000000002,0.1,0.1,4,1,6,0,1,62,0,0,5,37,1,5,0,2,9,4,43,11,65,10,1,1,3,2,5,15.0,20.649315068493152,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,9,1.1,1.1,1.3,1.8,20,28,45,5,14,199,2,1,8,163,2,2,1,1,0,12,159,28,195,56,9,11,11,5,8,12.0,23.895890410958906,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,12,0.4,0.4,2.8,2.5,43,94,304,81,80,804,158,5,52,760,5,16,2,15,10,17,305,19,747,75,27,10,14,7,52,20.0,25.991780821917807,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0.6,0.6,0.9,0.0,6,19,26,3,10,115,9,1,3,103,2,1,0,10,1,8,66,8,124,15,3,7,12,10,3,0.5,36.88767123287671,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,2,0.4,0.4,0.2,0.2,22,31,101,15,34,295,4,0,2,239,1,14,1,13,17,4,60,9,210,6,6,5,10,3,2,2.5,30.734246575342464,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,9,0.39999999999999997,0.39999999999999997,1.2,0.6000000000000001,23,46,315,127,41,737,52,1,8,699,2,50,2,12,15,5,70,9,616,4,9,24,11,8,8,18.0,25.293150684931508,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13,0.30000000000000004,0.30000000000000004,0.7000000000000001,1.0,37,84,269,55,78,817,19,5,15,706,1,16,5,16,28,11,210,13,718,40,20,19,30,14,15,55.0,21.882191780821916,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,14,2.7,2.7,1.2000000000000002,0.1,11,21,70,9,14,236,15,0,9,182,2,10,0,26,8,22,155,34,257,81,7,5,28,14,9,3.5,23.958904109589042,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,13,1.0,1.0,1.4,1.7,43,79,174,31,52,546,36,7,36,457,2,9,0,8,12,14,236,23,483,49,15,8,13,11,36,6.0,29.246575342465754,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,7,0.30000000000000004,0.30000000000000004,0.0,0.0,7,31,74,15,19,234,8,0,8,176,1,4,0,10,14,4,90,15,196,15,7,6,12,8,8,2.0,26.673972602739727,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0.1,0.1,3.0,2.7,44,50,193,57,34,589,167,3,72,549,4,61,1,13,20,25,325,12,518,88,31,30,41,20,72,5.0,27.84931506849315,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.0,0.0,2,8,159,20,6,286,35,0,0,286,1,36,0,8,10,1,1,0,252,0,2,6,1,2,0,3.5,31.654794520547945,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,38,2.8,2.8,1.2000000000000002,1.0,46,78,298,36,58,782,18,2,20,636,4,22,0,32,36,22,350,46,716,76,32,32,58,24,20,8.0,21.89041095890411,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5,1.0,0.2,0.1,0.1,14,32,103,13,34,279,6,1,1,235,0,19,1,8,10,5,65,8,248,8,7,7,13,6,1,8.0,28.315068493150687,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0.1,0.1,0.5,0.7,8,11,36,7,5,93,10,1,6,84,0,2,1,2,1,3,59,3,91,11,5,1,2,3,6,6.0,21.660273972602738,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
4,44,2.7,2.7,0.8999999999999999,1.6,35,115,262,85,83,783,32,6,16,648,8,42,2,20,24,15,239,51,753,54,19,10,28,15,16,15.0,26.33150684931507,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2,18,1.8,1.8,0.30000000000000004,0.4,26,50,193,21,54,564,13,1,4,508,2,8,1,16,20,16,164,10,487,20,24,9,14,13,4,32.0,22.693150684931506,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.1,1,2,22,2,1,65,16,0,3,65,1,11,0,1,1,3,24,2,56,7,2,4,0,1,3,2.5,29.715068493150685,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,13,1.3,1.3,0.30000000000000004,0.1,22,59,195,33,54,460,12,2,0,407,4,30,0,14,28,7,59,10,353,4,11,12,8,8,0,2.0,31.18904109589041,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5,39,4.6,3.8,0.6,0.4,26,18,47,5,10,236,23,0,20,177,3,5,0,12,15,12,226,71,280,88,10,8,36,13,20,6.0,27.34794520547945,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3,37,2.9,2.9,1.5,1.6,62,62,257,52,49,781,127,1,56,709,2,51,3,26,37,27,416,65,782,150,48,16,43,39,56,25.0,20.5013698630137,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,5,0.2,0.2,0.1,0.1,16,27,137,26,22,398,17,1,16,320,0,21,0,21,16,9,105,13,300,19,11,10,11,7,16,6.0,24.32054794520548,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0.0,0.0,0.0,0.1,6,5,15,0,1,54,3,1,8,41,1,0,0,2,2,6,51,4,60,14,6,2,5,1,8,0.8,20.013698630136986,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,6,42,6,3,92,13,0,1,91,2,8,0,5,2,3,11,2,74,2,1,2,3,0,1,3.0,20.063013698630137,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0.1,0.1,0.1,0.1,3,35,244,34,42,519,54,1,0,511,2,29,2,5,10,2,33,10,457,1,7,14,1,3,0,32.0,28.263013698630136,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,2,1,1,0,5,0,0,0,1,0,0,0.5,23.03013698630137,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,8,0.5,0.5,0.8999999999999999,1.1,23,32,132,33,22,372,71,1,39,302,2,25,5,8,10,14,143,11,328,46,16,5,19,9,39,1.8,24.90684931506849,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5,32,5.4,3.1,3.7,3.9,64,53,123,53,27,459,52,1,39,421,1,1,0,5,6,15,319,66,509,94,34,11,32,26,39,8.0,31.293150684931508,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,4,0.2,0.2,0.1,0.0,5,7,31,4,6,96,10,1,9,86,1,0,0,0,1,3,46,6,85,12,2,3,3,1,9,1.0,37.70958904109589,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
2,14,0.6000000000000001,0.6000000000000001,0.30000000000000004,0.2,13,28,47,11,22,184,14,0,15,156,3,2,0,3,3,3,80,4,162,18,12,8,7,2,15,3.0,26.942465753424656,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0.2,0.2,0.2,0.2,8,8,20,6,4,56,14,0,10,52,0,10,0,0,0,2,50,6,56,20,6,2,2,0,10,5.0,18.646575342465752,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,45,3.0,3.0,5.2,2.9,70,46,214,50,22,618,76,0,115,547,2,4,0,16,11,39,569,84,637,196,48,27,30,24,115,50.0,25.21095890410959,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,16,0.8,0.8,2.4,2.1,46,51,209,61,43,587,154,3,77,538,4,38,1,8,9,12,285,13,488,40,15,8,6,4,77,38.0,25.695890410958903,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0.4,0.4,1.4,1.0,40,68,243,46,42,638,138,0,42,622,3,52,1,18,13,11,245,15,521,69,13,7,26,5,42,5.0,27.12054794520548,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2,0.4,0.4,0.0,0.0,1,1,0,2,1,7,1,0,0,4,0,0,0,0,1,1,4,2,8,0,0,1,1,1,0,1.2,32.52876712328767,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,22,0.8,0.8,0.8,0.9,26,79,269,40,74,799,156,0,69,793,2,32,0,24,29,11,307,19,675,74,36,17,20,18,69,30.0,27.323287671232876,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0.7,0.7,0.7,0.8,6,7,22,3,5,49,2,1,2,44,0,2,0,3,2,1,18,4,46,5,0,2,1,0,2,10.0,28.915068493150685,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,12,0.8,0.8,1.7,1.9000000000000001,41,108,440,51,96,1099,51,3,15,1051,2,10,0,10,12,13,201,25,1022,22,15,6,12,6,15,20.0,29.726027397260275,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,3,0.5,0.5,0.2,0.4,11,36,205,25,47,536,26,2,7,506,0,21,1,8,10,2,55,7,462,8,14,3,2,2,7,28.0,24.882191780821916,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,8,0.5,0.5,1.0,0.6000000000000001,13,39,143,49,35,362,8,5,12,318,2,9,0,11,2,3,82,13,304,18,8,7,14,4,12,6.0,31.904109589041095,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.1,1,7,25,6,6,76,6,0,6,64,0,0,0,3,1,4,32,1,62,5,1,4,5,4,6,0.2,37.95616438356164,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.0,0.0,0.1,0.0,2,0,9,6,0,16,9,0,0,18,1,7,0,1,1,1,4,0,9,0,0,0,0,1,0,25.0,19.964383561643835,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0.1,0.1,0.1,0.1,7,15,40,10,17,150,9,0,5,138,1,8,1,3,4,5,36,3,125,3,6,4,1,2,5,10.0,30.687671232876713,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.2,0.2,0.0,0.1,2,3,8,1,1,44,7,1,0,38,0,1,0,0,2,1,10,3,36,2,0,1,1,1,0,4.0,27.75890410958904,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0.0,0.0,0.2,0.2,9,30,88,19,23,220,14,0,8,196,0,5,0,16,3,5,34,0,165,3,3,1,3,4,8,5.0,25.323287671232876,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,7,0.5,0.5,1.0,0.5,11,8,17,4,3,136,3,0,6,102,1,4,0,9,7,20,119,23,156,39,7,11,19,7,6,2.5,25.660273972602738,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,4,0.6000000000000001,0.6000000000000001,0.30000000000000004,0.1,10,4,8,2,2,44,1,0,5,33,0,1,0,0,3,3,37,8,45,19,1,1,1,1,5,1.8,33.010958904109586,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.05,17.715068493150685,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0.2,0.2,0.8,0.7000000000000001,14,49,112,18,44,282,36,2,18,263,2,12,0,6,5,8,117,9,246,25,17,3,3,1,18,7.0,29.805479452054794,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9,0.4,0.4,1.2000000000000002,1.0,21,23,115,20,12,297,42,0,23,274,1,5,1,6,4,9,151,13,289,53,8,2,11,2,23,15.0,22.89041095890411,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,10,0.7,0.7,0.5,0.3,19,30,98,20,18,330,5,4,10,254,1,12,0,20,11,17,118,13,284,27,20,18,18,13,10,2.5,19.454794520547946,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.0,0.3,0.0,0,2,47,1,9,71,8,0,0,65,0,7,0,1,6,0,10,3,58,0,1,0,1,0,0,25.0,22.95068493150685,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,15,1.5,1.5,0.0,0.2,7,14,31,5,11,107,1,0,4,79,0,2,0,6,7,11,58,15,115,18,3,1,6,4,4,0.8,27.904109589041095,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,1,2,2,2,0,15,2,0,0,14,0,2,0,3,3,1,2,0,13,0,1,1,0,0,0,0.2,19.76164383561644,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0.1,0.1,0.0,0.0,4,6,18,4,6,53,13,0,2,43,0,3,0,0,5,1,28,2,47,6,2,2,5,5,2,0.8,22.052054794520547,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0.4,0.4,0.0,0.1,6,6,11,1,1,70,0,0,6,53,2,2,0,3,1,5,84,20,74,31,6,4,6,6,6,10.0,30.18904109589041,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,0,7,0,0,10,0,0,0,9,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,1.0,22.32054794520548,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,16,1.7,1.7,2.8,1.0,29,32,71,21,30,286,27,5,31,212,3,12,0,8,15,21,181,19,265,30,9,21,29,10,31,4.0,24.5972602739726,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
10,33,7.4,5.8,1.9000000000000001,0.9,33,21,48,2,7,217,22,2,8,169,1,6,0,27,15,27,232,89,304,117,13,21,46,27,8,30.0,26.46849315068493,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,4,0.6000000000000001,0.6000000000000001,0.1,0.0,9,2,15,0,2,86,4,0,2,58,0,9,0,18,19,8,83,23,107,21,1,4,17,10,2,1.5,27.367123287671234,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,17,0.8,0.8,2.7,3.4,39,62,284,49,36,766,145,0,120,707,3,36,0,12,23,17,422,38,700,145,43,19,21,7,120,24.0,24.986301369863014,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,24,4.6,4.6,1.2,0.5,27,13,31,4,12,235,17,1,7,193,1,3,0,12,22,21,187,55,316,75,11,9,47,22,7,35.0,22.301369863013697,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.1,0.1,3,12,40,6,8,95,2,0,0,86,0,5,0,1,7,1,7,2,74,1,0,1,0,0,0,4.5,27.53972602739726,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0.2,0.2,0.4,0.3,7,18,36,5,10,124,6,0,9,100,1,1,0,2,7,6,51,8,102,16,3,2,3,3,9,2.0,23.183561643835617,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.0,0.0,6,12,164,21,13,295,23,0,0,299,1,24,1,3,13,0,16,3,260,4,2,6,0,3,0,40.0,22.12054794520548,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,73,9.4,7.8999999999999995,1.7000000000000002,1.0,54,43,102,22,29,492,7,2,21,352,1,16,3,32,73,26,374,134,558,100,17,21,46,35,21,5.0,34.054794520547944,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3,23,1.9000000000000001,1.9000000000000001,3.6,2.0,60,65,292,33,45,902,182,1,61,899,1,46,1,12,21,39,406,59,833,106,36,43,27,26,61,35.0,23.953424657534246,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,11,1.1,1.1,1.6,1.9000000000000001,43,67,125,22,28,343,52,10,33,314,4,2,0,5,4,12,238,40,344,54,30,19,20,15,33,45.0,21.673972602739727,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,6,0.2,0.2,0.6000000000000001,0.30000000000000004,22,54,147,19,54,463,8,1,2,400,0,21,0,19,7,12,91,6,394,9,12,21,23,12,2,10.0,20.846575342465755,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,10,0.4,0.4,0.6000000000000001,0.7000000000000001,11,30,166,32,37,373,69,1,18,373,3,15,4,5,15,5,79,5,306,3,1,7,4,7,18,30.0,25.435616438356163,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,2,17,72,8,10,195,37,0,4,204,0,10,0,3,5,9,45,4,187,10,10,2,1,0,4,5.0,31.147945205479452,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7,0.5,0.5,0.2,0.2,13,11,27,3,2,96,2,1,8,86,0,0,0,2,0,4,79,13,105,28,11,7,3,3,8,16.0,24.91780821917808,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.4,0.6,4,5,11,9,4,37,8,1,8,28,0,0,0,0,1,1,21,0,30,1,3,1,2,1,8,1.5,27.975342465753425,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0.2,0.2,0.30000000000000004,0.30000000000000004,23,52,201,25,47,493,39,1,6,470,2,13,0,14,11,7,131,9,412,20,11,4,12,5,6,5.0,33.035616438356165,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,5,1.2,1.2,0.6000000000000001,0.4,8,5,14,5,5,75,4,1,10,54,1,1,0,9,6,6,67,16,93,40,3,7,16,3,10,2.0,21.767123287671232,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,0.2,0.2,0.0,0.1,2,12,75,15,12,147,13,0,0,143,0,6,0,3,6,2,27,4,127,2,5,3,0,0,0,25.0,21.687671232876713,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.1,0.1,0.1,0.0,6,19,54,9,12,147,34,0,3,149,0,15,0,1,8,3,47,1,118,8,9,2,1,0,3,2.0,32.72054794520548,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,0.5,0.5,0.2,0.5,8,31,85,14,23,281,32,0,10,262,0,15,0,11,16,3,133,17,226,18,8,8,7,2,10,35.0,22.805479452054794,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13,51,7.3,5.0,3.4,2.3000000000000003,50,53,127,42,30,468,23,4,56,319,1,3,1,21,20,21,365,66,507,137,20,23,36,20,56,25.0,28.328767123287673,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,10,0.5,0.5,0.2,0.4,19,13,37,1,2,142,4,1,15,106,1,1,0,3,3,6,112,12,150,48,16,2,14,3,15,5.0,25.589041095890412,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3,14,2.6,2.6,0.0,0.0,3,7,14,3,5,64,3,0,1,38,0,7,0,6,8,12,44,23,84,15,2,1,8,6,1,20.0,28.041095890410958,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,4,8,0,4,20,5,0,2,18,0,0,0,1,1,2,14,1,13,4,1,0,2,1,2,15.0,27.86027397260274,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0.9,0.9,0.0,0.2,8,22,101,6,23,281,39,0,1,289,0,8,0,3,2,7,108,19,260,23,10,2,8,8,1,40.0,20.257534246575343,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
13,54,12.6,11.8,1.8,0.9,27,19,33,5,14,253,6,3,4,187,3,14,0,13,20,12,248,93,335,81,4,15,40,20,4,12.0,36.75890410958904,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6,19,3.3,3.3,0.2,0.1,22,13,31,2,7,178,19,0,2,142,0,23,0,24,29,16,118,33,228,39,7,11,41,12,2,6.0,22.873972602739727,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1,12,1.1,1.1,1.6,0.8,25,27,67,10,11,278,12,1,21,212,3,8,0,6,5,15,177,29,269,54,28,26,31,24,21,6.0,22.887671232876713,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
10,78,11.4,10.6,0.9,0.2,49,31,96,7,24,356,55,0,7,273,3,25,0,47,97,40,317,118,549,127,23,13,103,35,7,12.0,24.317808219178083,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,0.6,0.6,1.1,0.4,22,25,101,11,17,214,39,0,13,199,0,16,0,10,15,4,86,12,189,20,6,4,11,2,13,8.0,30.852054794520548,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.2,0.2,0.0,0.0,0,5,60,8,4,136,5,0,0,122,0,14,0,5,6,2,5,3,122,1,1,2,3,2,0,40.0,28.34246575342466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,15,1.0,1.0,0.2,0.7000000000000001,26,60,231,25,58,586,20,4,4,531,2,27,1,23,23,8,124,19,474,28,11,9,13,11,4,30.0,27.915068493150685,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.1,0.1,0.3,0.2,6,10,25,1,4,76,13,1,12,58,0,5,0,0,3,4,64,10,77,35,4,2,5,2,12,15.0,21.84109589041096,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
12,42,5.6,5.6,0.8,0.2,18,24,24,8,10,126,2,6,0,82,2,4,0,4,64,16,130,60,244,40,8,12,38,30,0,20.0,23.923287671232877,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,7,0.6,0.6,0.5,0.4,16,15,35,4,7,120,10,0,13,109,0,3,0,2,3,6,81,10,126,29,10,3,5,3,13,12.0,24.60821917808219,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,0.30000000000000004,0.30000000000000004,0.6000000000000001,0.2,11,14,67,17,13,132,19,0,6,123,0,7,0,1,4,1,39,4,114,4,4,3,2,1,6,12.0,27.86849315068493,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,8,1.3,0.6000000000000001,1.8,1.6,25,27,64,23,24,261,36,0,36,202,0,3,0,6,3,13,171,13,259,49,15,9,15,7,36,7.0,29.115068493150684,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.0,0.0,0.3,0.3,5,4,2,1,1,14,0,1,0,9,0,2,0,1,2,1,6,1,16,3,0,1,4,0,0,12.0,20.019178082191782,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,9,1.6,0.8,0.5,0.30000000000000004,14,23,56,6,16,222,14,0,13,192,1,2,1,3,7,16,113,15,225,30,13,10,6,5,13,6.0,26.671232876712327,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,9,0.2,0.2,1.0,0.7000000000000001,21,22,113,16,25,398,109,0,34,399,2,43,1,11,6,11,197,14,371,45,12,6,17,6,34,5.0,27.632876712328766,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7,28,6.7,5.1,1.2000000000000002,1.0,34,19,36,6,8,180,14,4,4,138,0,10,0,22,27,15,161,62,252,86,8,5,28,21,4,22.0,32.013698630136986,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,2,0.30000000000000004,0.30000000000000004,0.2,0.0,9,21,105,13,28,264,0,2,0,238,1,4,1,11,10,5,42,1,223,4,8,10,3,4,0,40.0,21.38082191780822,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.1,0.1,0.0,0.0,0,1,42,10,2,71,2,0,0,65,0,2,0,0,1,1,5,3,61,0,0,0,0,0,0,35.0,26.063013698630137,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,0.4,0.4,0.1,0.2,5,16,53,3,10,152,5,0,0,134,0,2,0,2,4,0,50,7,127,5,9,7,4,1,0,6.0,31.08219178082192,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7,13,42,105,18,26,415,68,2,27,394,5,12,0,6,6,6,180,17,375,54,9,6,12,4,27,3.5,32.0027397260274,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
